nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT00524433,"Multicenter, Double-blind, Randomized, Placebo-controlled, Parallel Group Study to Assess the Efficacy, Safety, and Tolerability of Tezosentan in Patients With Acute Heart Failure.","Inclusion Criteria:

* 1.Patients 18 years of age or older. 2.Male or non-breast-feeding, non-pregnant female (only females who are post menopausal, surgically sterile or practicing a reliable method of contraception).

  3.Acute heart failure (ischemic or non-ischemic). 4.Randomization within 24 hours of hospitalization (including emergency room stay) for acute heart failure.

  5.Dyspnea at rest as assessed by the patient and breathing rate ³ 24/min (measured during 60 seconds).

  6.At least two out of the following four criteria: · elevated BNP or N terminal pro-BNP (more than three times the upper limit of normal for the site) in patients not treated with nesiritide,· clinical evidence of pulmonary congestion/edema (e.g., rales or crackles more than a third above bases),· evidence of pulmonary congestion on chest X-ray, · left ventricular systolic dysfunction (EF \< 40% or wall motion index £ 1.2 within 12 months prior to randomization).

  7.Patients in need of i.v. therapy for acute heart failure and who have received at least one dose of i.v. diuretic within 24 hours prior to study drug initiation (last bolus dose must have been more than 2 hours prior to study drug initiation).

  8.Written informed consent.

Exclusion Criteria:

* Criteria only for patients hemodynamically monitored:

  1. Baseline cardiac index \> 2.5 l/min/m2 and/or PCWP \< 20 mmHg within 6 hours prior to study drug initiation.

     Criteria for all patients:
  2. Patients not receiving i.v. vasodilators (e.g., nitrates, nitroprusside, nesiritide) at baseline: supine systolic blood pressure \< 100 mmHg. Patients receiving i.v. vasodilators (e.g., nitrates, nitroprusside, nesiritide) at baseline: supine systolic blood pressure \< 120 mmHg.
  3. Cardiogenic shock within the last 48 hours or evidence of volume depletion.
  4. Ongoing myocardial ischaemia, coronary revascularisation procedure (PCI or CABG) during current admission or planned revascularisation.
  5. ST-segment elevation myocardial infarction or administration of thrombolytic therapy.
  6. Baseline creatinine ≥ 2.5 mg/dl (221 mmol/l).
  7. Baseline hemoglobin \< 10 g/dl or a hematocrit \< 30%.
  8. Hemodialysis, ultrafiltration or peritoneal dialysis within the last 7 days.
  9. Heart failure due to active myocarditis, obstructive hypertrophic cardiomyopathy, congenital heart disease, restrictive cardiomyopathy or constrictive pericarditis. Heart failure caused by valvular disease.
  10. Acute heart failure associated with uncontrolled hemodynamically relevant atrial fibrillation/flutter or ventricular rhythm disturbances.
  11. Acute heart failure secondary to clinical evidence of digoxin toxicity or any other drug-related toxicity.
  12. Significant chronic and/or acute lung disease that might interfere with the ability to interpret the dyspnea assessments or hemodynamic measurements (e.g., severe chronic obstructive pulmonary disease or acute pneumonia).
  13. Mechanical circulatory or ventilatory support. Prior CPAP use is allowed, if discontinued at least 2 hours prior to study drug initiation.
  14. Acute systemic infection/sepsis or other illness with a life expectancy less than 30 days.
  15. Coronary artery bypass graft, or other cardiac surgery, or major non-cardiac surgery within the last 30 days.
  16. Patients who received another investigational drug within 30 days prior to randomization.
  17. Re-randomization in the current study.
  18. Any factors that might interfere with the study conduct or interpretation of the results such as known drug or alcohol dependence.
  19. Concomitant treatment with cyclosporin A or tacrolimus.","[""Patients 18 years of age or older."", ""Male or non-breast-feeding, non-pregnant female (only females who are post menopausal, surgically sterile or practicing a reliable method of contraception)."", ""Acute heart failure (ischemic or non-ischemic)."", ""Randomization within 24 hours of hospitalization (including emergency room stay) for acute heart failure."", ""Dyspnea at rest as assessed by the patient and breathing rate \"",\"" 24/min (measured during 60 seconds)."", ""At least two out of the following four criteria: elevated BNP or N terminal pro-BNP (more than three times the upper limit of normal for the site) in patients not treated with nesiritide, clinical evidence of pulmonary congestion/edema (e.g., rales or crackles more than a third above bases), evidence of pulmonary congestion on chest X-ray, left ventricular systolic dysfunction (EF < 40% or wall motion index \"",\"" 1.2 within 12 months prior to randomization)."", ""Patients in need of i.v. therapy for acute heart failure and who have received at least one dose of i.v. diuretic within 24 hours prior to study drug initiation (last bolus dose must have been more than 2 hours prior to study drug initiation)."", ""Written informed consent.""]","[""Baseline cardiac index > 2.5 l/min/m2 and/or PCWP < 20 mmHg within 6 hours prior to study drug initiation."", ""Patients not receiving i.v. vasodilators (e.g., nitrates, nitroprusside, nesiritide) at baseline: supine systolic blood pressure < 100 mmHg. Patients receiving i.v. vasodilators (e.g., nitrates, nitroprusside, nesiritide) at baseline: supine systolic blood pressure < 120 mmHg."", ""Cardiogenic shock within the last 48 hours or evidence of volume depletion."", ""Ongoing myocardial ischaemia, coronary revascularisation procedure (PCI or CABG) during current admission or planned revascularisation."", ""ST-segment elevation myocardial infarction or administration of thrombolytic therapy."", ""Baseline creatinine \"",\"" 2.5 mg/dl (221 mmol/l)."", ""Baseline hemoglobin < 10 g/dl or a hematocrit < 30%."", ""Hemodialysis, ultrafiltration or peritoneal dialysis within the last 7 days."", ""Heart failure due to active myocarditis, obstructive hypertrophic cardiomyopathy, congenital heart disease, restrictive cardiomyopathy or constrictive pericarditis. Heart failure caused by valvular disease."", ""Acute heart failure associated with uncontrolled hemodynamically relevant atrial fibrillation/flutter or ventricular rhythm disturbances."", ""Acute heart failure secondary to clinical evidence of digoxin toxicity or any other drug-related toxicity."", ""Significant chronic and/or acute lung disease that might interfere with the ability to interpret the dyspnea assessments or hemodynamic measurements (e.g., severe chronic obstructive pulmonary disease or acute pneumonia)."", ""Mechanical circulatory or ventilatory support. Prior CPAP use is allowed, if discontinued at least 2 hours prior to study drug initiation."", ""Acute systemic infection/sepsis or other illness with a life expectancy less than 30 days."", ""Coronary artery bypass graft, or other cardiac surgery, or major non-cardiac surgery within the last 30 days."", ""Patients who received another investigational drug within 30 days prior to randomization."", ""Re-randomization in the current study."", ""Any factors that might interfere with the study conduct or interpretation of the results such as known drug or alcohol dependence."", ""Concomitant treatment with cyclosporin A or tacrolimus.""]"
NCT00871260,Stress Testing and Cardiac Magnetic Resonance,"Inclusion Criteria:

* Suspected coronary artery disease
* Symptoms of possible coronary artery disease

Exclusion Criteria:

* Acute ST-elevation myocardial infarction
* Second or third degree AV block
* Severe Renal Disease (Glomerular Filtration Rate (GFR) \<30cc/min or hemodialysis)
* Contra-indications to MRI (i.e. Implantable Cardioverter Defibrillator (ICD), pacemaker, aneurysm clip, etc)
* Hemodynamic instability
* Inability to provide informed consent
* Severe claustrophobia
* Pregnancy
* Age \<18 years","[""Suspected coronary artery disease"", ""Symptoms of possible coronary artery disease""]","[""Acute ST-elevation myocardial infarction"", ""Second or third degree AV block"", ""Severe Renal Disease (Glomerular Filtration Rate (GFR) <30cc/min or hemodialysis)"", ""Contra-indications to MRI (i.e. Implantable Cardioverter Defibrillator (ICD), pacemaker, aneurysm clip, etc)"", ""Hemodynamic instability"", ""Inability to provide informed consent"", ""Severe claustrophobia"", ""Pregnancy"", ""Age <18 years""]"
NCT02549664,"Exercise in Genetic Cardiovascular Conditions (Lifestyle and Exercise in Hypertrophic Cardiomyopathy ""LIVE-HCM""/Lifestyle and Exercise in the Long QT Syndrome ""LIVE-LQTS""","Inclusion Criteria:

* Individuals with Hypertrophic Cardiomyopathy or Long QT Syndrome

Exclusion Criteria:

* Individuals with Hypertrophic Cardiomyopathy with systolic or diastolic heart failure which precludes vigorous exercise will not be enrolled (NYHA III/IV)","[""Individuals with Hypertrophic Cardiomyopathy or Long QT Syndrome""]","[""Individuals with Hypertrophic Cardiomyopathy with systolic or diastolic heart failure which precludes vigorous exercise will not be enrolled (NYHA III/IV)""]"
NCT01260402,Randomized Comparison of Endocardial Versus Epicardial - From the Coronary Sinus - Left Ventricular Pacing for Resynchronization in Heart Failure.,"Inclusion Criteria:

* Adult (aged 18 or above)
* Cardiac insufficiency of whatever cause (ischemic or non-ischemic)
* Left ventricular ejection fraction \<35%
* NYHA Class III or IV with optimal medical treatment
* QRS duration \> 120 ms
* Sinus rhythm
* Patient must have signed informed consent
* Patient must be registered in the national health care system

Exclusion Criteria:

* Aged under 18
* Patient with a mitral or aortic prosthesis
* Patient with contraindication to anti-coagulants
* Pregnant women
* Participation in another study
* Patient with contraindication for left ventricle catheterization by retrograde aortic approach , as a severe aortic stenosis requiring surgery, or an ascending aorta aneurism","[""Adult (aged 18 or above)"", ""Cardiac insufficiency of whatever cause (ischemic or non-ischemic)"", ""Left ventricular ejection fraction <35%"", ""NYHA Class III or IV with optimal medical treatment"", ""QRS duration > 120 ms"", ""Sinus rhythm"", ""Patient must have signed informed consent"", ""Patient must be registered in the national health care system""]","[""Aged under 18"", ""Patient with a mitral or aortic prosthesis"", ""Patient with contraindication to anti-coagulants"", ""Pregnant women"", ""Participation in another study"", ""Patient with contraindication for left ventricle catheterization by retrograde aortic approach, as a severe aortic stenosis requiring surgery, or an ascending aorta aneurism""]"
NCT05748054,"Early Childhood Caries in Jordanian Children: Prevalence, Risk Factors and Prevention Using Silver Diamine Fluoride","Inclusion Criteria:

* Children with early childhood caries involving anterior and/or posterior primary teeth
* Children with with cavitated lesions with active caries
* Children with no clinical signs of pulp involvement

Exclusion criteria:

* Children with grossly broken down teeth
* Children with teeth with more than one third of the crown missing
* Children with pulpally involved teeth (with pulp exposure, presence of an abscess or a sinus) Children with obvious discoloration, and abnormal mobility","[""Children with early childhood caries involving anterior and/or posterior primary teeth"", ""Children with with cavitated lesions with active caries"", ""Children with no clinical signs of pulp involvement""]","[""Children with grossly broken down teeth"", ""Children with teeth with more than one third of the crown missing"", ""Children with pulpally involved teeth (with pulp exposure, presence of an abscess or a sinus) Children with obvious discoloration, and abnormal mobility""]"
NCT00498446,Imaging of Atrial Septal Defects by Velocity Encoded Cardiovascular Magnetic Resonance,"Inclusion Criteria:

* Suspected Atrial Septal Defect (ASD) undergoing evaluation for possible transcatheter closure

Exclusion Criteria:

* Contraindications to magnetic resonance imaging
* known sinus venosus or primum defects","[""Suspected Atrial Septal Defect (ASD) undergoing evaluation for possible transcatheter closure""]","[""Contraindications to magnetic resonance imaging"", ""known sinus venosus or primum defects""]"
NCT05905627,"The Effect of Breathing and Relaxation Exercise on Dyspnea, Fatigue and Self-Care Level","Inclusion Criteria:

(a) 18 years of age or older; (b) Patients with HF stage NYHA II-III; (c) hospitalized for two weeks; (d) Not pregnant; (e) Not applying any integrated treatment; (f) Patients who have been taking the same heart failure medication for at least three months.

Exclusion Criteria:

The exclusion criteria of patients are as follows: (a) Not expected to participate in a breathing or progressive relaxation exercise study in expert opinion; (b) Patients with COPD, (d) Patients with severe mental disorders.

Individuals' eligibility for inclusion and exclusion criteria will be evaluated through patient file records and interviews with the physician.","[""18 years of age or older"", ""Patients with HF stage NYHA II-III"", ""hospitalized for two weeks"", ""Not pregnant"", ""Not applying any integrated treatment"", ""Patients who have been taking the same heart failure medication for at least three months""]","[""Not expected to participate in a breathing or progressive relaxation exercise study in expert opinion"", ""Patients with COPD"", ""Patients with severe mental disorders""]"
NCT00804349,Apnea Rampant In Acute Decompensated Heart Failure II,"Inclusion Criteria:

* Patients over the age of 18 and able to consent
* NYHA Class III/IV Symptoms
* Objective Evidence of Heart Failure
* Physical Exam consistent with Heart Failure
* BNP greater than 500
* Radiographic Evidence of Heart Failure
* SDB (AHI \> 5/hour) on Nexan CPS
* Ability to tolerate appropriate medical therapy for Heart Failure
* Willingness to follow-up as an outpatient after discharge

Exclusion Criteria:

* Patients with known Sleep-Disordered Breathing currently using CPAP or BiPAP
* Patients with known COPD
* Patients with known restrictive lung disease
* Patients with tracheostomy in place
* Acute MI/Acute Coronary Syndrome at time of hospitalization
* Cardiogenic Shock
* Troponin Leak greater than 0.08
* Patients with major multisystem disorders
* Expected survival less than 6 months
* End Stage Renal Disease on Dialysis
* Chronic Liver Disease
* Albumin level less than 3.
* Patients from Nursing homes","[""Patients over the age of 18 and able to consent"", ""NYHA Class III/IV Symptoms"", ""Objective Evidence of Heart Failure"", ""Physical Exam consistent with Heart Failure"", ""BNP greater than 500"", ""Radiographic Evidence of Heart Failure"", ""SDB (AHI > 5/hour) on Nexan CPS"", ""Ability to tolerate appropriate medical therapy for Heart Failure"", ""Willingness to follow-up as an outpatient after discharge""]","[""Patients with known Sleep-Disordered Breathing currently using CPAP or BiPAP"", ""Patients with known COPD"", ""Patients with known restrictive lung disease"", ""Patients with tracheostomy in place"", ""Acute MI/Acute Coronary Syndrome at time of hospitalization"", ""Cardiogenic Shock"", ""Troponin Leak greater than 0.08"", ""Patients with major multisystem disorders"", ""Expected survival less than 6 months"", ""End Stage Renal Disease on Dialysis"", ""Chronic Liver Disease"", ""Albumin level less than 3."", ""Patients from Nursing homes""]"
NCT03672591,Cross-sectional Observational Single-center Study to Evaluate Renal Hemodynamics in Patients With Heart Failure and Preserved Ejection Fraction,"Inclusion Criteria:

* Patients in good and stable health condition
* Informed consent has to be given in written form
* HFpEF in stable conditions according to 2016 ESC guidelines definition14

  * LVEF ≥ 50%
  * symptoms and/or signs of CHF
  * NT-proBNP \> 125 pg/ml
  * At least one additional criterion: relevant structural heart disease (left ventricular hypertrophy and/or left atrial enlargement and/or diastolic dysfunction

Exclusion Criteria:

* Uncontrolled diabetes (fasting plasma glucose ≥ 240 mg/dl, HbA1c ≥ 10%)
* Uncontrolled arterial hypertension (≥ 180/110 mmHg)
* Any history of stroke, transient ischemic attack, instable angina pectoris or myocardial infarction within the last 6 months prior to study inclusion
* Significant valvular heart disease
* Known hypertrophic obstructive cardiomyopathy or known pericardial constriction
* Atrial fibrillation with a resting heart rate \> 90 bpm
* Heart transplant recipient
* Sickle cell anemia
* Pheochromocytoma
* Myasthenia gravis
* Subclinical or clinical hyperthyroidism
* Allergic reaction to iodine
* Medication with amiodarone
* Estimated glomerular filtration rate \< 30 ml/min/1.73m²
* Significant laboratory abnormalities such as Serum Glutamate-Oxaloacetate-Transaminase (SGOT) or Serum Glutamate-Pyruvate-Transaminase (SGPT) levels more than 3 times above the upper limit of normal range
* Patients in unstable conditions due to any kind of serious disease, that infers with the conduction of the trial
* History of epilepsia and history of seizures
* Patients suffering from cataract or glaucoma
* Diabetic retinopathy
* Drug or alcohol abuse
* Pregnant and breast-feeding patients
* Body mass index \> 40 kg/m²
* Participation in another clinical study within 30 days prior to visit 1
* Individuals at risk for poor protocol adherence
* Subjects who do not give written consent, that pseudonymous data will be transferred in line with the duty of documentation and the duty of notification according to § 12 and § 13 GCP-V","[""Patients in good and stable health condition"", ""Informed consent has to be given in written form"", ""HFpEF in stable conditions according to 2016 ESC guidelines definition14"", ""LVEF \"">= 50%"", ""symptoms and/or signs of CHF"", ""NT-proBNP \""> 125 pg/ml"", ""At least one additional criterion: relevant structural heart disease (left ventricular hypertrophy and/or left atrial enlargement and/or diastolic dysfunction""]","[""Uncontrolled diabetes (fasting plasma glucose \"">= 240 mg/dl, HbA1c \"">= 10%)"", ""Uncontrolled arterial hypertension (\"">= 180/110 mmHg)"", ""Any history of stroke, transient ischemic attack, instable angina pectoris or myocardial infarction within the last 6 months prior to study inclusion"", ""Significant valvular heart disease"", ""Known hypertrophic obstructive cardiomyopathy or known pericardial constriction"", ""Atrial fibrillation with a resting heart rate \""> 90 bpm"", ""Heart transplant recipient"", ""Sickle cell anemia"", ""Pheochromocytoma"", ""Myasthenia gravis"", ""Subclinical or clinical hyperthyroidism"", ""Allergic reaction to iodine"", ""Medication with amiodarone"", ""Estimated glomerular filtration rate \""< 30 ml/min/1.73m\u00b2"", ""Significant laboratory abnormalities such as Serum Glutamate-Oxaloacetate-Transaminase (SGOT) or Serum Glutamate-Pyruvate-Transaminase (SGPT) levels more than 3 times above the upper limit of normal range"", ""Patients in unstable conditions due to any kind of serious disease, that infers with the conduction of the trial"", ""History of epilepsia and history of seizures"", ""Patients suffering from cataract or glaucoma"", ""Diabetic retinopathy"", ""Drug or alcohol abuse"", ""Pregnant and breast-feeding patients"", ""Body mass index \""> 40 kg/m\u00b2"", ""Participation in another clinical study within 30 days prior to visit 1"", ""Individuals at risk for poor protocol adherence"", ""Subjects who do not give written consent, that pseudonymous data will be transferred in line with the duty of documentation and the duty of notification according to \""\u00a7 12 and \""\u00a7 13 GCP-V""]"
NCT02349997,The First Affiliated Hospital of Nanjing Medical University,"Inclusion Criteria:

1. patients with chronic heart failure caused by rheumatic heart disease, cardiomyopathy and coronary heart disease
2. aged between 18 to 70 years
3. with symptomatic stable heart failure, New York Heart Association (NYHA) class \>= II despite optimal drug therapy
4. patients combined with sleep apnea (apnea-hypopnea index \>=10/h) according to the results of polysomnograph.

Exclusion Criteria:

1. history of stroke or clinical signs of peripheral or central nervous system disorders
2. chronic obstructive pulmonary disease or history of asthma
3. enrolment in another clinical study","[""patients with chronic heart failure caused by rheumatic heart disease, cardiomyopathy and coronary heart disease"", ""aged between 18 to 70 years"", ""with symptomatic stable heart failure, New York Heart Association (NYHA) class >= II despite optimal drug therapy"", ""patients combined with sleep apnea (apnea-hypopnea index >=10/h) according to the results of polysomnograph.""]","[""history of stroke or clinical signs of peripheral or central nervous system disorders"", ""chronic obstructive pulmonary disease or history of asthma"", ""enrolment in another clinical study""]"
NCT04337736,The Impact of Different Physical Exercise Protocols on Cardio-vascular Efficiency and Quality of Life in Breast Cancer Survivors,"Inclusion Criteria:

* age \< 65 years;
* history of breast cancer surgery in the previous 12 months;
* no history of chemotherapy;
* no ongoing radiotherapy;
* eventual hormonal therapy;
* cardiovascular and orthopedic eligibility.

Exclusion Criteria:

* adjuvant chemotherapy;
* any history of cardiovascular disease;
* abnormal exercise stress test at the screening;
* any systemic inflammatory disease or any orthopedic condition potentially limiting the physical training.","[""age < 65 years"", ""history of breast cancer surgery in the previous 12 months"", ""no history of chemotherapy"", ""no ongoing radiotherapy"", ""eventual hormonal therapy"", ""cardiovascular and orthopedic eligibility""]","[""adjuvant chemotherapy"", ""any history of cardiovascular disease"", ""abnormal exercise stress test at the screening"", ""any systemic inflammatory disease or any orthopedic condition potentially limiting the physical training""]"
NCT04940650,Detection of Myocardial Inflammation in Cyclists After Strenuous Exercise: a Pilot Study Part 1,"Inclusion Criteria:

* Recreational cyclists performing the 'étape du tour (EDT) de France 2021 ride

Exclusion Criteria:

* presence of pre-existing cardiovascular or pulmonary diseases, hypertension, diabetes, peripheral vascular diseases, any inflammatory or auto-immune diseases and the intake of anti-inflammatory drugs.","[""Recreational cyclists performing the '\u00e9tape du tour (EDT) de France 2021 ride""]","[""presence of pre-existing cardiovascular or pulmonary diseases, hypertension, diabetes, peripheral vascular diseases, any inflammatory or auto-immune diseases and the intake of anti-inflammatory drugs.""]"
NCT04548024,Relation of Non-invasively Measured Advanced Hemodynamic Parameters to Clinical Outcomes in Heart Failure Patients,"Inclusion Criteria:

* Diagnosis of heart failure
* A Recent echocardiography report (from the last 2 year)
* Treatment with IV diuresis at Hadassah Ein Kerem outpatient clinic

Exclusion Criteria:

* Patient does not give consent to participate in the study, or is unable to give consent due to cognitive or mental impairment
* Patient is under 18 years old
* Patient is unable to answer questions regarding his condition
* Pregnant women
* Worker from Hadassah Medical Center","[""Diagnosis of heart failure"", ""A Recent echocardiography report (from the last 2 year)"", ""Treatment with IV diuresis at Hadassah Ein Kerem outpatient clinic""]","[""Patient does not give consent to participate in the study, or is unable to give consent due to cognitive or mental impairment"", ""Patient is under 18 years old"", ""Patient is unable to answer questions regarding his condition"", ""Pregnant women"", ""Worker from Hadassah Medical Center""]"
NCT01531231,"Typical Daily Emotions, Ischemia and Repolarization in Coronary Artery Disease","KEY INCLUSION CRITERIA: LOW RISK CAD SUBJECTS, EJECTION FRACTION \>35%

* Proficient in English
* At least 21 years of age or older
* Stable coronary artery disease
* Willing to participant in 3 days of Holter monitor recordings and respond to surveys on a study provided smartphone

KEY EXCLUSION CRITERIA: LOW RISK CAD SUBJECTS

\- Presence of bundle branch block evident on ECG

KEY INCLUSION CRITERIA: HIGH RISK CAD Subjects, Ejection Fraction \<35%

* Proficient in English
* 21 years of age or older
* Have stable coronary artery disease with a documented previous myocardial infarction
* Recent ECHO, MUGA or angiography (\< 5year old) reflecting a left-ventricular ejection fraction \<35%
* Single or dual chamber ICD, with a back up rate of ventricular pacing at \< 45 bpm
* Willing to wear a Holter monitor for 3 days and respond to surveys on a study provided smartphone

KEY EXCLUSION CRITERIA: HIGH RISK CAD, Ejection Fraction \<35%

* An implanted cardiac resynchronization pacemaker with ICD (CRT-D)
* Heart rhythm artificially continuously paced
* Presence of a bundle branch block evident on any ECG

KEY INCLUSION CRITERIA: OLDER HEALTHY COMPARISON

* Proficient in English
* 51 years of age or older
* No history and evidence of ischemic heart disease
* Normal screening ECG without evidence for rhythm abnormalities, conduction abnormalities, hypertrophy, or other pathologies
* Age matched within 5 years to CAD patients
* Negative treadmill/bicycle exercise test
* Willing to wear a Holter monitor for 3 days and respond to surveys on a study provided smartphone

KEY EXCLUSION CRITERIA: OLDER HEALTHY COMPARISON

* History of ischemic heart disease (CAD),prior myocardial infarction
* History of cardiac disease

KEY INCLUSION CRITERIA: YOUNGER HEALTHY (ENROLLMENT CLOSED)

* Proficient in English
* 21 to 50 years of age
* Normal screening ECG without evidence for rhythm abnormalities, conduction abnormalities, hypertrophy, or other pathologies
* Willing to wear a Holter monitor for 3 days and respond to surveys on a study provided smartphone

KEY EXCLUSION CRITERIA: YOUNGER HEALTHY

* History of ischemic heart disease (CAD), prior myocardial infarction
* History of cardiac diseases
* Abnormal ECG","[""Proficient in English"", ""At least 21 years of age or older"", ""Stable coronary artery disease"", ""Willing to participant in 3 days of Holter monitor recordings and respond to surveys on a study provided smartphone"", ""21 years of age or older"", ""Have stable coronary artery disease with a documented previous myocardial infarction"", ""Recent ECHO, MUGA or angiography (< 5year old) reflecting a left-ventricular ejection fraction <35%"", ""Single or dual chamber ICD, with a back up rate of ventricular pacing at < 45 bpm"", ""Willing to wear a Holter monitor for 3 days and respond to surveys on a study provided smartphone"", ""51 years of age or older"", ""No history and evidence of ischemic heart disease"", ""Normal screening ECG without evidence for rhythm abnormalities, conduction abnormalities, hypertrophy, or other pathologies"", ""Age matched within 5 years to CAD patients"", ""Negative treadmill/bicycle exercise test"", ""21 to 50 years of age""]","[""Presence of bundle branch block evident on ECG"", ""An implanted cardiac resynchronization pacemaker with ICD (CRT-D)"", ""Heart rhythm artificially continuously paced"", ""Presence of a bundle branch block evident on any ECG"", ""History of ischemic heart disease (CAD), prior myocardial infarction"", ""History of cardiac disease"", ""History of cardiac diseases"", ""Abnormal ECG""]"
NCT01225094,Curcumin to Prevent Perioperative Complications After Elective Abdominal Aortic Aneurysm Repair: a Randomized Controlled Trial,"Inclusion Criteria:

* Elective repair of an AAA (excludes thoracic or thoracoabdominal aneurysms)
* 18 years of age or older
* Able to provide informed consent
* Has one or more of the following criteria at time of preoperative assessment:
* x Open repair OR
* x Endovascular repair with ≥ 1 of the following criteria:
* o diabetes mellitus treated with insulin or oral hypoglycemic agents
* o age \> 70 years
* o pre-existing renal impairment (baseline serum creatinine level \>177 μmol/L for men or \>146 μmol/L for women)
* If diabetic, is able and willing to collect and record glucose levels at home

Exclusion Criteria:

* emergent or urgent repair (repair \< 3 days from pre-admission visit; ruptured AAA)
* prior renal transplantation
* pregnant or breastfeeding
* active gastrointestinal reflux disease, gastrointestinal ulcers or hepatobiliary disease (including gallstones)
* has active liver disease
* evidence of AKI (\> 50% increase in serum creatinine) in the 30 days prior to repair
* enrolled in another randomized controlled trial
* receipt of ≥ 1 dialysis treatment in the past week
* previous participation in this trial
* repair is scheduled \> 90 days from date of informed consent
* unable to provide written consent
* allergy(ies) to any member of the Zingiberaceae family: turmeric, ginger, curry, cumin, cardamom)
* allergy(ies) to ingredients of the study product or placebo: yellow or red food coloring, gelatin or cellulose
* have a history of major bleeding event in the previous 6 months
* bleeding disorders: a diagnosis of hemophilia, von Willebrand disease, platelets less than 70 for any reason
* history of hypoglycemia in the past 6 months: blood sugar less than or equal to 3.5 mmol/L","[""Elective repair of an AAA (excludes thoracic or thoracoabdominal aneurysms)"", ""18 years of age or older"", ""Able to provide informed consent"", ""Has one or more of the following criteria at time of preoperative assessment:"", ""Open repair OR"", ""Endovascular repair with \""> 1 of the following criteria:"", ""diabetes mellitus treated with insulin or oral hypoglycemic agents"", ""age > 70 years"", ""pre-existing renal impairment (baseline serum creatinine level \"">177 \b\n\tmol/L for men or \"">146 \b\n\tmol/L for women)"", ""If diabetic, is able and willing to collect and record glucose levels at home""]","[""emergent or urgent repair (repair < 3 days from pre-admission visit; ruptured AAA)"", ""prior renal transplantation"", ""pregnant or breastfeeding"", ""active gastrointestinal reflux disease, gastrointestinal ulcers or hepatobiliary disease (including gallstones)"", ""has active liver disease"", ""evidence of AKI (> 50% increase in serum creatinine) in the 30 days prior to repair"", ""enrolled in another randomized controlled trial"", ""receipt of \""> 1 dialysis treatment in the past week"", ""previous participation in this trial"", ""repair is scheduled > 90 days from date of informed consent"", ""unable to provide written consent"", ""allergy(ies) to any member of the Zingiberaceae family: turmeric, ginger, curry, cumin, cardamom)"", ""allergy(ies) to ingredients of the study product or placebo: yellow or red food coloring, gelatin or cellulose"", ""have a history of major bleeding event in the previous 6 months"", ""bleeding disorders: a diagnosis of hemophilia, von Willebrand disease, platelets less than 70 for any reason"", ""history of hypoglycemia in the past 6 months: blood sugar less than or equal to 3.5 mmol/L""]"
NCT00001459,Tomographic Myocardial Wall Motion Analysis in Patients With Myocardial Ischemia and in Normal Subjects,"Patients with known coronary artery disease (obstruction of greater than or equal to 50% in at least one major coronary artery).

Patients with hypertrophic cardiomyopathy.

Patients with microvascular angina.

No unstable angina.

No hepatic or renal failure.

Infective endocarditis

No primary valvular disease.

No congenital heart disease.

No pregnant or breast feeding women.",[],"[""Patients with known coronary artery disease (obstruction of greater than or equal to 50% in at least one major coronary artery)"", ""Patients with hypertrophic cardiomyopathy"", ""Patients with microvascular angina"", ""Unstable angina"", ""Hepatic or renal failure"", ""Infective endocarditis"", ""Primary valvular disease"", ""Congenital heart disease"", ""Pregnant or breast feeding women""]"
NCT02227810,Effects of Muscular Electrical Stimulation on Skeletal and Lung Mechanics in Patients With Prolonged Mechanical Ventilation,"Inclusion Criteria:

* age\>20 years old
* mechanical ventilation for more than 6 h/ day for more than 21 days -- medical stability (arterial blood gas value hydrogen power(pH): 7.35-7.45, atrial oxygen pressure(PaO2): 60 mmHg at 40% fraction of inspired oxygen inspired oxygen fraction (FiO2), absence of signs and symptoms of infection, and hemodynamic stability);

Exclusion Criteria:

* signs of acute infection (BT\>38.5℃，WBC\>12000 or \<3000 per unit
* neuromuscular disease at acute stage
* diagnosis of cancer at end-stage
* pregnancy
* BMI\>35kg/m2","[""age>20 years old"", ""mechanical ventilation for more than 6 h/ day for more than 21 days"", ""medical stability (arterial blood gas value hydrogen power(pH): 7.35-7.45, atrial oxygen pressure(PaO2): 60 mmHg at 40% fraction of inspired oxygen inspired oxygen fraction (FiO2), absence of signs and symptoms of infection, and hemodynamic stability)""]","[""signs of acute infection (BT>38.5\u2103\uff0cWBC>12000 or <3000 per unit"", ""neuromuscular disease at acute stage"", ""diagnosis of cancer at end-stage"", ""pregnancy"", ""BMI>35kg/m2""]"
